time,trialNumber,phaseNumber
10.00696,3,3
10.0184,3,3
10.02921,3,3
10.04029,3,3
10.05153,3,3
10.0626,3,3
10.07359,3,3
10.08471,3,3
10.09592,3,3
10.10693,3,3
10.11806,3,3
10.12904,3,3
10.14058,3,3
10.15125,3,3
10.16267,3,3
10.17432,3,3
10.18479,3,3
10.1957,3,3
10.2068,3,3
10.21822,3,3
10.22899,3,3
10.24016,3,3
10.25124,3,3
10.2628,3,3
10.27337,3,3
10.28471,3,3
10.29567,3,3
10.30666,3,3
10.318,3,3
10.32891,3,3
10.34007,3,3
10.35126,3,3
10.3622,3,3
10.37346,3,3
10.38446,3,3
10.39643,3,3
10.40677,3,3
10.418,3,3
10.42939,3,3
10.43993,3,3
10.45158,3,3
10.46218,3,3
10.47335,3,3
10.4847,3,3
10.49578,3,3
10.50655,3,3
10.51796,3,3
10.52894,3,3
10.53995,3,3
10.5513,3,3
10.56257,3,3
10.57345,3,3
10.58505,3,3
10.59565,3,3
10.60668,3,3
10.6181,3,3
10.62874,3,3
10.63992,3,3
10.65101,3,3
10.66244,3,3
10.67336,3,3
10.6847,3,3
10.69591,3,3
10.70684,3,3
10.71839,3,3
10.72926,3,3
10.73991,3,3
10.75113,3,3
10.7621,3,3
10.77322,3,3
10.78438,3,3
10.79548,3,3
10.80638,3,3
10.81755,3,3
10.82867,3,3
10.8399,3,3
10.85099,3,3
10.86234,3,3
10.87323,3,3
10.88468,3,3
10.89524,3,3
10.90635,3,3
10.91761,3,3
10.92886,3,3
10.94,3,3
10.95137,3,3
10.96211,3,3
10.9733,3,3
10.98446,3,3
10.9953,3,3
11.00654,3,3
11.01778,3,3
11.02868,3,3
11.0398,3,3
11.05098,3,3
11.0619,3,3
11.07321,3,3
11.08491,3,3
11.09534,3,3
11.10652,3,3
11.1176,3,3
11.12884,3,3
11.1399,3,3
11.15104,3,3
11.16208,3,3
11.17313,3,3
11.18435,3,3
11.1955,3,3
11.20644,3,3
11.21804,3,3
11.2288,3,3
11.23981,3,3
11.25096,3,3
11.26204,3,3
11.2731,3,3
11.28438,3,3
11.29529,3,3
11.30619,3,3
11.31776,3,3
11.3284,3,3
11.33958,3,3
11.3508,3,3
11.3619,3,3
11.37283,3,3
11.38422,3,3
11.39518,3,3
11.40627,3,3
11.41793,3,3
11.42838,3,3
11.43962,3,3
11.45089,3,3
11.46185,3,3
11.4729,3,3
11.48408,3,3
11.49528,3,3
11.50624,3,3
11.51726,3,3
11.52881,3,3
11.53979,3,3
11.55103,3,3
11.56192,3,3
11.57281,3,3
11.58396,3,3
11.59504,3,3
11.60617,3,3
11.61804,3,3
11.6284,3,3
11.63966,3,3
11.65069,3,3
11.66176,3,3
11.67301,3,3
11.68429,3,3
11.69502,3,3
11.70612,3,3
11.7174,3,3
11.72828,3,3
11.73941,3,3
11.75052,3,3
11.76153,3,3
11.77267,3,3
3.020651,4,3
3.032015,4,3
3.042982,4,3
3.054068,4,3
3.065027,4,3
3.076166,4,3
3.087297,4,3
3.098471,4,3
3.109655,4,3
3.120665,4,3
3.131845,4,3
3.142729,4,3
3.154081,4,3
3.165216,4,3
3.176287,4,3
3.187204,4,3
3.1984,4,3
3.209803,4,3
3.220533,4,3
3.231646,4,3
3.242826,4,3
3.254045,4,3
3.26507,4,3
3.276323,4,3
3.287401,4,3
3.298281,4,3
3.30945,4,3
3.32065,4,3
3.332304,4,3
3.342798,4,3
3.354029,4,3
3.365099,4,3
3.376337,4,3
3.387243,4,3
3.398409,4,3
3.409311,4,3
3.420778,4,3
3.431711,4,3
3.443357,4,3
3.453939,4,3
3.465178,4,3
3.476545,4,3
3.487768,4,3
3.498938,4,3
3.509333,4,3
3.520391,4,3
3.531427,4,3
3.542585,4,3
3.55393,4,3
3.564699,4,3
3.575922,4,3
3.58716,4,3
3.598253,4,3
3.609198,4,3
3.620428,4,3
3.631483,4,3
3.642492,4,3
3.653761,4,3
3.664839,4,3
3.675825,4,3
3.68709,4,3
3.698111,4,3
3.709627,4,3
3.720503,4,3
3.731768,4,3
3.742811,4,3
3.754179,4,3
3.764853,4,3
3.775976,4,3
3.787195,4,3
3.798265,4,3
3.809504,4,3
3.82044,4,3
3.831724,4,3
3.84263,4,3
3.854326,4,3
3.865141,4,3
3.876139,4,3
3.887163,4,3
3.898279,4,3
3.909613,4,3
3.920698,4,3
3.93173,4,3
3.942968,4,3
3.954008,4,3
3.965021,4,3
3.976088,4,3
3.987307,4,3
3.998667,4,3
4.009439,4,3
4.020403,4,3
4.031527,4,3
4.042746,4,3
4.053595,4,3
4.064848,4,3
4.075705,4,3
4.087011,4,3
4.098253,4,3
4.109068,4,3
4.120295,4,3
4.131395,4,3
4.142412,4,3
4.153612,4,3
4.164515,4,3
4.175714,4,3
4.186739,4,3
4.197821,4,3
4.209173,4,3
4.220156,4,3
4.231081,4,3
4.242273,4,3
4.253397,4,3
4.264486,4,3
4.275537,4,3
4.286814,4,3
4.297785,4,3
4.309065,4,3
4.319979,4,3
4.331144,4,3
4.342318,4,3
4.353292,4,3
4.364584,4,3
4.375792,4,3
4.386648,4,3
4.397738,4,3
4.408949,4,3
4.420027,4,3
4.431124,4,3
4.442446,4,3
4.453268,4,3
4.464449,4,3
4.475389,4,3
4.486719,4,3
4.497725,4,3
4.508909,4,3
4.52014,4,3
4.531092,4,3
4.542253,4,3
4.553354,4,3
4.564543,4,3
4.575518,4,3
4.586691,4,3
4.5977,4,3
4.608728,4,3
4.61989,4,3
4.631128,4,3
4.642202,4,3
4.653128,4,3
4.664499,4,3
4.675451,4,3
4.686583,4,3
4.697741,4,3
4.709055,4,3
4.7199,4,3
4.731047,4,3
4.742243,4,3
4.753313,4,3
4.764257,4,3
4.775339,4,3
4.786524,4,3
4.797686,4,3
4.808706,4,3
4.819899,4,3
4.830988,4,3
4.842096,4,3
4.853163,4,3
4.864161,4,3
4.875463,4,3
4.886686,4,3
4.897482,4,3
4.90896,4,3
4.920053,4,3
4.93091,4,3
4.942034,4,3
4.953447,4,3
4.964426,4,3
4.975496,4,3
4.986555,4,3
4.997538,4,3
5.008699,4,3
5.019735,4,3
5.030828,4,3
5.042109,4,3
5.053095,4,3
5.064226,4,3
5.075384,4,3
5.086439,4,3
5.097857,4,3
5.108789,4,3
5.119734,4,3
5.130716,4,3
5.142115,4,3
5.153139,4,3
5.164076,4,3
5.175295,4,3
5.186731,4,3
5.197512,4,3
5.20857,4,3
5.21977,4,3
5.230703,4,3
5.241861,4,3
5.253038,4,3
5.264441,4,3
5.27548,4,3
5.286654,4,3
5.297716,4,3
5.30871,4,3
5.319872,4,3
5.330858,4,3
5.34255,4,3
5.353075,4,3
5.364149,4,3
5.375345,4,3
5.386404,4,3
5.397352,4,3
5.4088,4,3
5.419783,4,3
5.431433,4,3
5.442129,4,3
5.45289,4,3
5.464468,4,3
5.475225,4,3
5.48625,4,3
5.497511,4,3
5.508673,4,3
5.519773,4,3
5.530931,4,3
5.541971,4,3
5.553205,4,3
5.564444,4,3
5.575315,4,3
5.586248,4,3
5.597231,4,3
5.608423,4,3
5.619471,4,3
5.630762,4,3
5.641588,4,3
5.652796,4,3
5.663893,4,3
5.675047,4,3
5.6863,4,3
5.697592,4,3
5.708605,4,3
5.719469,4,3
5.730478,4,3
5.741724,4,3
5.752981,4,3
5.76396,4,3
5.775423,4,3
5.786352,4,3
5.797476,4,3
5.808638,4,3
5.819906,4,3
5.830793,4,3
5.841871,4,3
5.853128,4,3
5.864119,4,3
5.874994,4,3
5.886362,4,3
5.89757,4,3
5.908514,4,3
5.919661,4,3
5.93128,4,3
5.94206,4,3
5.952944,4,3
5.96406,4,3
5.974943,4,3
5.986231,4,3
5.997351,4,3
6.008425,4,3
6.019518,4,3
6.030581,4,3
6.041754,4,3
6.052927,4,3
6.063875,4,3
6.07498,4,3
6.085955,4,3
6.097254,4,3
6.108255,4,3
6.119329,4,3
6.130548,4,3
6.141924,4,3
6.152884,4,3
6.163893,4,3
6.175058,4,3
6.186022,4,3
6.197039,4,3
6.20825,4,3
6.2195,4,3
6.230272,4,3
6.241533,4,3
6.252771,4,3
6.26383,4,3
6.275026,4,3
6.286131,4,3
6.297102,4,3
6.308367,4,3
6.319197,4,3
6.330263,4,3
6.341372,4,3
6.352415,4,3
6.363623,4,3
6.374659,4,3
6.385691,4,3
6.396894,4,3
6.408304,4,3
6.419104,4,3
6.430254,4,3
6.44145,4,3
6.452551,4,3
6.463461,4,3
6.474661,4,3
6.485872,4,3
6.496828,4,3
6.507975,4,3
6.519186,4,3
6.530172,4,3
6.541182,4,3
6.552546,4,3
6.563513,4,3
6.574884,4,3
6.58605,4,3
6.596754,4,3
6.608072,4,3
6.619226,4,3
6.630224,4,3
6.64131,4,3
6.652536,4,3
6.663389,4,3
6.674635,4,3
6.685862,4,3
6.696859,4,3
6.708242,4,3
6.719061,4,3
6.730059,4,3
6.741198,4,3
6.752398,4,3
6.763372,4,3
6.774466,4,3
6.785666,4,3
6.796709,4,3
6.807924,4,3
6.819052,4,3
6.830465,4,3
6.841131,4,3
6.852259,4,3
6.863482,4,3
6.874655,4,3
6.885942,4,3
6.896704,4,3
6.908079,4,3
6.919096,4,3
6.929995,4,3
6.941252,4,3
6.952333,4,3
6.963377,4,3
6.974596,4,3
6.985712,4,3
6.996683,4,3
7.007814,4,3
7.018927,4,3
7.030096,4,3
7.041059,4,3
7.052244,4,3
7.063829,4,3
7.074404,4,3
7.085733,4,3
7.09693,4,3
7.107946,4,3
7.119104,4,3
7.130293,4,3
7.141485,4,3
7.152613,4,3
7.163591,4,3
7.174742,4,3
7.185781,4,3
7.196875,4,3
7.207689,4,3
7.218996,4,3
7.229929,4,3
7.241175,4,3
7.25218,4,3
7.263197,4,3
7.274298,4,3
7.286215,4,3
7.296408,4,3
7.307585,4,3
7.318785,4,3
7.330027,4,3
7.341036,4,3
7.352243,4,3
7.363127,4,3
7.374296,4,3
7.385702,4,3
7.396654,4,3
7.407629,4,3
7.418653,4,3
7.429743,4,3
7.440851,4,3
7.452021,4,3
7.463057,4,3
7.474344,4,3
7.485525,4,3
7.496466,4,3
7.507502,4,3
7.518534,4,3
7.529699,4,3
7.540876,4,3
7.552053,4,3
7.562914,4,3
7.574121,4,3
7.585226,4,3
7.596201,4,3
7.607744,4,3
7.618814,4,3
7.629606,4,3
7.640718,4,3
7.652117,4,3
7.662909,4,3
7.673983,4,3
7.685225,4,3
7.696402,4,3
7.708002,4,3
7.718504,4,3
7.729578,4,3
7.740675,4,3
7.751734,4,3
7.762827,4,3
7.774137,4,3
7.785112,4,3
7.796328,4,3
7.807428,4,3
7.818506,4,3
7.832602,4,3
7.840685,4,3
7.852076,4,3
7.862875,4,3
7.874044,4,3
7.885145,4,3
7.896177,4,3
7.907534,4,3
7.91847,4,3
7.929689,4,3
7.940676,4,3
7.952562,4,3
7.96311,4,3
7.974268,4,3
7.985174,4,3
7.996241,4,3
8.007284,4,3
8.018438,4,3
8.029535,4,3
8.040693,4,3
8.051825,4,3
8.062841,4,3
8.074018,4,3
8.085154,4,3
8.096315,4,3
8.107389,4,3
8.118555,4,3
8.12958,4,3
8.140707,4,3
8.152227,4,3
8.162897,4,3
8.17399,4,3
8.185034,4,3
8.196238,4,3
8.20727,4,3
8.218363,4,3
8.229448,4,3
8.240587,4,3
8.251799,4,3
8.262846,4,3
8.273962,4,3
8.285063,4,3
8.296598,4,3
8.307165,4,3
8.318521,4,3
8.329515,4,3
8.34046,4,3
8.351587,4,3
8.362696,4,3
8.373728,4,3
8.385126,4,3
8.396021,4,3
8.407095,4,3
8.418245,4,3
8.429354,4,3
8.44343,4,3
8.451441,4,3
8.462622,4,3
8.474157,4,3
8.485235,4,3
8.496027,4,3
8.507166,4,3
8.518251,4,3
8.529249,4,3
8.540422,4,3
8.551924,4,3
8.562628,4,3
8.573736,4,3
8.584887,4,3
8.595934,4,3
8.607115,4,3
8.618082,4,3
8.629145,4,3
8.640261,4,3
8.651445,4,3
8.662558,4,3
8.673735,4,3
8.6849,4,3
8.695707,4,3
8.707361,4,3
8.71826,4,3
8.729181,4,3
8.740389,4,3
8.751478,4,3
8.762815,4,3
8.773787,4,3
8.784948,4,3
8.795927,4,3
8.806959,4,3
8.818048,4,3
8.829199,4,3
8.840479,4,3
8.851828,4,3
8.862604,4,3
8.873735,4,3
8.885008,4,3
8.895884,4,3
8.906961,4,3
8.918077,4,3
8.92927,4,3
8.940443,4,3
8.951563,4,3
8.962969,4,3
8.973909,4,3
8.984968,4,3
8.995962,4,3
9.00728,4,3
9.018148,4,3
9.02915,4,3
9.040216,4,3
9.054518,4,3
9.062933,4,3
9.073782,4,3
9.085291,4,3
9.096231,4,3
9.10726,4,3
9.118383,4,3
9.129221,4,3
9.140184,4,3
9.151419,4,3
9.162439,4,3
9.173841,4,3
9.184736,4,3
9.195715,4,3
9.207026,4,3
9.218046,4,3
9.228971,4,3
9.240149,4,3
9.251333,4,3
9.262575,4,3
9.273458,4,3
9.284872,4,3
9.295797,4,3
9.306795,4,3
9.317884,4,3
9.329081,4,3
9.340326,4,3
9.351244,4,3
9.362432,4,3
9.373556,4,3
9.384634,4,3
9.395811,4,3
9.406904,4,3
9.418032,4,3
9.428938,4,3
9.440187,4,3
9.451433,4,3
9.462427,4,3
9.473433,4,3
9.484941,4,3
9.49584,4,3
9.506842,4,3
9.518099,4,3
9.52915,4,3
9.539999,4,3
9.551432,4,3
9.562387,4,3
9.573565,4,3
9.584723,4,3
9.595774,4,3
9.606779,4,3
9.617849,4,3
9.62903,4,3
9.640093,4,3
9.651255,4,3
9.662424,4,3
9.673567,4,3
9.684397,4,3
9.695868,4,3
9.707045,4,3
9.717997,4,3
9.729132,4,3
9.740034,4,3
9.751066,4,3
9.762293,4,3
9.773623,4,3
9.784571,4,3
9.795576,4,3
9.807047,4,3
9.817755,4,3
9.82897,4,3
9.839991,4,3
9.851,4,3
9.862402,4,3
9.873327,4,3
9.88447,4,3
9.895971,4,3
9.90674,4,3
9.918013,4,3
9.928774,4,3
9.940054,4,3
9.951197,4,3
9.962099,4,3
9.97328,4,3
9.984571,4,3
9.995604,4,3
10.00681,4,3
10.0179,4,3
10.0287,4,3
10.03965,4,3
10.05083,4,3
10.06217,4,3
10.07309,4,3
10.08409,4,3
10.09516,4,3
10.10648,4,3
10.11733,4,3
10.12848,4,3
10.13965,4,3
10.15101,4,3
10.16218,4,3
10.17324,4,3
10.18436,4,3
10.19511,4,3
10.2064,4,3
10.21791,4,3
10.22848,4,3
10.23965,4,3
10.25094,4,3
10.26225,4,3
10.27329,4,3
10.28458,4,3
10.2958,4,3
10.30709,4,3
10.31777,4,3
10.3289,4,3
10.34001,4,3
10.35132,4,3
10.36258,4,3
10.37331,4,3
10.38454,4,3
10.39521,4,3
10.40655,4,3
10.41763,4,3
10.42845,4,3
10.43951,4,3
10.45088,4,3
10.46201,4,3
10.4729,4,3
10.48414,4,3
10.49507,4,3
10.50668,4,3
10.51735,4,3
10.52846,4,3
10.53943,4,3
10.55073,4,3
10.56214,4,3
10.573,4,3
10.58425,4,3
10.59511,4,3
10.60622,4,3
10.61749,4,3
10.62836,4,3
10.63945,4,3
10.6508,4,3
10.66178,4,3
10.67276,4,3
10.68397,4,3
10.69503,4,3
10.70637,4,3
10.71732,4,3
10.7283,4,3
10.7394,4,3
10.75073,4,3
10.76217,4,3
10.77268,4,3
10.78397,4,3
10.79491,4,3
10.80675,4,3
10.8173,4,3
10.82822,4,3
10.83933,4,3
10.85031,4,3
10.86147,4,3
10.87257,4,3
10.88379,4,3
10.89484,4,3
10.90601,4,3
10.91763,4,3
10.92866,4,3
10.93955,4,3
10.95085,4,3
10.96156,4,3
10.97276,4,3
10.98395,4,3
10.99479,4,3
11.00593,4,3
11.01719,4,3
11.02817,4,3
11.03935,4,3
11.05044,4,3
11.0614,4,3
11.07257,4,3
11.08382,4,3
11.09465,4,3
11.10583,4,3
11.11722,4,3
11.1281,4,3
11.13927,4,3
11.15043,4,3
11.162,4,3
11.17252,4,3
11.1839,4,3
11.19467,4,3
11.20609,4,3
11.21721,4,3
11.22821,4,3
11.23915,4,3
11.25026,4,3
11.26154,4,3
11.27265,4,3
11.2839,4,3
11.29477,4,3
11.30596,4,3
11.31733,4,3
11.32803,4,3
11.33916,4,3
11.35048,4,3
11.36133,4,3
11.37256,4,3
11.38389,4,3
11.39465,4,3
11.40573,4,3
11.41729,4,3
11.42811,4,3
11.43949,4,3
11.45064,4,3
11.4617,4,3
11.47585,4,3
11.48369,4,3
11.49484,4,3
11.50588,4,3
11.51698,4,3
11.52799,4,3
11.53927,4,3
11.55058,4,3
11.56157,4,3
11.57269,4,3
11.5839,4,3
11.59459,4,3
11.60602,4,3
11.61699,4,3
11.6281,4,3
11.63909,4,3
11.65048,4,3
11.66126,4,3
11.6722,4,3
11.68349,4,3
11.69454,4,3
11.70603,4,3
11.71707,4,3
11.7279,4,3
11.73913,4,3
3.020863,5,3
3.031925,5,3
3.042721,5,3
3.054176,5,3
3.064987,5,3
3.076122,5,3
3.087288,5,3
3.098862,5,3
3.109726,5,3
3.120586,5,3
3.131649,5,3
3.142769,5,3
3.154007,5,3
3.165146,5,3
3.17627,5,3
3.187412,5,3
3.199192,5,3
3.209343,5,3
3.220619,5,3
3.231564,5,3
3.242645,5,3
3.25391,5,3
3.265034,5,3
3.276154,5,3
3.287086,5,3
3.302345,5,3
3.309261,5,3
3.320469,5,3
3.331802,5,3
3.342655,5,3
3.353821,5,3
3.364887,5,3
3.37603,5,3
3.387184,5,3
3.398239,5,3
3.409374,5,3
3.42049,5,3
3.431484,5,3
3.442677,5,3
3.45372,5,3
3.465263,5,3
3.475792,5,3
3.487545,5,3
3.499084,5,3
3.509308,5,3
3.520462,5,3
3.531513,5,3
3.542706,5,3
3.554115,5,3
3.564865,5,3
3.575916,5,3
3.587543,5,3
3.599056,5,3
3.609516,5,3
3.620594,5,3
3.631416,5,3
3.642693,5,3
3.653805,5,3
3.664833,5,3
3.676048,5,3
3.687176,5,3
3.698395,5,3
3.709427,5,3
3.720543,5,3
3.731693,5,3
3.742817,5,3
3.754368,5,3
3.76543,5,3
3.775978,5,3
3.787197,5,3
3.798351,5,3
3.809246,5,3
3.820244,5,3
3.831367,5,3
3.842609,5,3
3.85397,5,3
3.864994,5,3
3.87603,5,3
3.887215,5,3
3.899036,5,3
3.909096,5,3
3.920368,5,3
3.931812,5,3
3.942463,5,3
3.953564,5,3
3.964787,5,3
3.975727,5,3
3.986912,5,3
3.997829,5,3
4.008945,5,3
4.020138,5,3
4.031376,5,3
4.042656,5,3
4.053562,5,3
4.064598,5,3
4.075825,5,3
4.086987,5,3
4.097969,5,3
4.109283,5,3
4.120327,5,3
4.131317,5,3
4.142345,5,3
4.153515,5,3
4.164612,5,3
4.175697,5,3
4.186878,5,3
4.198002,5,3
4.209114,5,3
4.219963,5,3
4.231167,5,3
4.24239,5,3
4.253662,5,3
4.264431,5,3
4.275761,5,3
4.286903,5,3
4.297935,5,3
4.3092,5,3
4.320591,5,3
4.331276,5,3
4.342503,5,3
4.353481,5,3
4.364445,5,3
4.3755,5,3
4.386589,5,3
4.397778,5,3
4.408829,5,3
